"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2019,124068247,10,
2019,124068307,1,
2019,124068326,9,
2019,124068378,6,
2019,124063274,10,
2019,124068393,9,
2019,124068459,10,
2019,124068460,10,
2019,124068461,10,
2019,124068458,10,
2019,124068465,9,
2019,124068493,2,
2019,124068541,17,
2019,124073365,1,
2019,124073364,1,
2019,124073363,1,
2019,124068590,10,
2019,124068596,1,
2019,124068662,10,
2019,124068660,10,
2019,124068661,10,
2019,124068712,10,
2019,124068721,9,
2019,124068754,9,
2019,124068942,1,
2019,123560051,2,
2019,124026145,1,
2019,124026242,2,
2019,124029536,10,
2019,124029541,10,
2019,124026268,10,
2019,124029540,10,
2019,124029539,10,
2019,124029597,1,
2019,124029653,1,
2019,124033561,1,
2019,124033562,1,
2019,124029802,2,
2019,124029823,9,
2019,124029873,1,
2019,124029928,10,
2019,124029361,9,
2019,124026185,2,
2019,124026186,2,
2019,124029533,1,
2019,124029555,9,
2019,123905002,1,
2019,129969518,9,
2019,127353289,9,
2019,127353317,9,
2019,123908322,9,
2019,123904729,9,
2019,129980732,1,
2019,129969655,6,
2019,123908101,2,
2019,123904636,10,
2019,123904653,9,
2019,123908064,9,
2019,123908070,2,
2019,123908324,1,
2019,123908325,1,
2019,123905049,9,
2019,123905101,1,
2019,128623380,6,
2019,128623401,10,
2019,131713255,9,
2019,131713403,10,
2019,131713496,9,
2019,131713663,1,
2019,123550135,1,
2019,124073044,9,
2019,124068116,9,
2019,124068114,9,
2019,124073041,9,
2019,124073047,9,
2019,124073042,9,
2019,124068115,9,
2019,124073043,9,
2019,124068206,1,
2019,124063241,6,
2019,124063252,1,
2019,131708847,1,
2019,131709333,9,
2019,131687033,6,
2019,131710219,2,
2019,131713864,2,
2019,131710337,9,
2019,131710456,1,
2019,131714031,1,
2019,123562574,2,
2019,125551651,8,
2019,125546796,9,
2019,125555675,1,
2019,125546827,9,
2019,125551571,1,
2019,125551729,1,
2019,129151494,2,
2019,129146779,9,
2019,129146782,8,
2019,129146811,10,
2019,129146840,9,
2019,129147029,9,
2019,129147047,1,
2019,125546401,6,
2019,131708567,6,
2019,131709258,1,
2019,131709265,1,
2019,131709576,10,
2019,131713448,9,
2019,131713493,9,
2019,131710089,1,
2019,131713770,1,
2019,131713772,1,
2019,131710088,1,
2019,131713927,9,
2019,131714034,9,
2019,131710513,9,
2019,131710582,8,
2019,123908073,2,
2019,123905029,1,
2019,123905069,1,
2019,131686836,1,
2019,131686840,8,
2019,131686954,6,
2019,131686955,6,
2019,131686985,9,
2019,131687036,2,
2019,131687049,8,
2019,131708523,8,
2019,131708524,8,
2019,131687063,10,
2019,131687062,10,
2019,131687085,1,
2019,131687084,1,
2019,131687135,6,
2019,131708625,6,
2019,131687388,1,
2019,131708962,9,
2019,131708995,9,
2019,131687616,2,
2019,131709150,9,
2019,131709149,9,
2019,131709182,9,
2019,131687784,9,
2019,131687795,1,
2019,131687889,9,
2019,131712922,9,
2019,131712939,1,
2019,131712944,17,
2019,131709290,9,
2019,131713012,1,
2019,131709312,1,
2019,131713179,10,
2019,131709374,10,
2019,131713337,2,
2019,131713339,2,
2019,131713486,9,
2019,131713665,1,
2019,131713726,9,
2019,131713852,2,
2019,131710245,10,
2019,131713886,9,
2019,131710250,9,
2019,131710252,9,
2019,131710253,9,
2019,131713903,9,
2019,131710351,10,
2019,131714011,1,
2019,131710523,1,
2019,131710621,1,
2019,131714191,9,
2019,131714334,1,
2019,131714435,9,
2019,131714494,1,
2019,131714571,2,
2019,131714592,17,
2019,131714606,1,
2019,131714731,10,
2019,131714730,10,
2019,131714729,10,
2019,131711172,1,
2019,131714872,9,
2019,131714956,10,
2019,131715003,1,
2019,131711283,10,
2019,131715055,1,
2019,131715203,9,
2019,131715212,8,
2019,131715269,10,
2019,131715268,10,
2019,131715308,8,
2019,123904694,9,
2019,131687130,6,
2019,131687130,1,
2019,131708655,1,
2019,131687197,6,
2019,131708699,8,
2019,131687281,1,
2019,131687484,1,
2019,131709008,2,
2019,131709051,1,
2019,131709095,9,
2019,131709091,9,
2019,131713023,6,
2019,131713382,1,
2019,131713381,1,
2019,131713542,2,
2019,131714409,9,
2019,131714481,9,
2019,131714579,9,
2019,131714582,2,
2019,131714683,9,
2019,131714705,1,
2019,131711198,9,
2019,131715100,1,
2019,125546564,1,
2019,125551259,6,
2019,126048530,9,
2019,126048554,2,
2019,126047487,1,
2019,126047546,9,
2019,126048596,9,
2019,126048620,9,
2019,126048681,9,
2019,126048701,9,
2019,126047754,1,
2019,126047775,2,
2019,126048754,8,
2019,126048759,1,
2019,126048766,1,
2019,126048805,2,
2019,126048806,2,
2019,126048868,10,
2019,126048875,1,
2019,126048897,1,
2019,126048900,9,
2019,126048902,9,
2019,126049022,1,
2019,129151479,1,
2019,129151479,8,
2019,129146725,1,
2019,129155578,10,
2019,131708389,6,
2019,131708390,6,
2019,131687074,10,
2019,131687075,10,
2019,131687082,9,
2019,131687157,9,
2019,131687207,6,
2019,131687334,9,
2019,131708834,8,
2019,131708911,9,
2019,131687681,9,
2019,131709145,1,
2019,131687792,9,
2019,131713003,1,
2019,131713059,9,
2019,131709564,6,
2019,131709644,10,
2019,131710150,9,
2019,131710148,9,
2019,131710149,9,
2019,131713816,9,
2019,131710145,9,
2019,131710146,9,
2019,131713821,9,
2019,131713815,9,
2019,131713833,1,
2019,131710221,2,
2019,131713897,9,
2019,131710262,9,
2019,131713940,1,
2019,131714064,1,
2019,131714268,1,
2019,131714287,9,
2019,131714727,1,
2019,131714749,1,
2019,131714977,10,
2019,131715086,1,
2019,127353211,9,
2019,127358489,2,
2019,128362721,1,
2019,128362722,1,
2019,128362720,1,
2019,128361872,9,
2019,128361868,9,
2019,127358382,1,
2019,128361904,10,
2019,128361869,9,
2019,128361885,2,
2019,128361942,9,
2019,128361977,1,
2019,128362116,9,
2019,127358400,1,
2019,127358399,1,
2019,128362115,9,
2019,128362171,9,
2019,128362201,1,
2019,128362727,1,
2019,128362726,1,
2019,128362729,1,
2019,128362762,10,
2019,128362840,2,
2019,128362850,1,
2019,127353693,10,
2019,127353765,1,
2019,127353559,1,
2019,127353592,1,
2019,127353591,1,
2019,124033248,9,
2019,129968893,9,
2019,129969119,10,
2019,129980477,6,
2019,129973850,9,
2019,129968992,9,
2019,129969038,9,
2019,129969136,1,
2019,129969395,6,
2019,129969401,6,
2019,129969396,6,
2019,129969399,6,
2019,129969398,6,
2019,129969663,6,
2019,129969335,1,
2019,129973910,1,
2019,129969336,1,
2019,129973909,1,
2019,129969630,6,
2019,129969661,1,
2019,129969935,1,
2019,129973832,6,
2019,123905044,1,
2019,131686831,9,
2019,131687635,9,
2019,131687636,9,
2019,131709068,9,
2019,131709065,9,
2019,131709416,8,
2019,131713214,8,
2019,131709417,8,
2019,131713210,8,
2019,124029657,6,
2019,124033508,9,
2019,124033565,1,
2019,124033587,9,
2019,124033617,10,
2019,125546463,10,
2019,125546500,1,
2019,125546501,1,
2019,125546504,9,
2019,125546510,1,
2019,125546511,1,
2019,125546519,1,
2019,123550381,1,
2019,123905072,10,
2019,128623386,9,
2019,128623385,9,
2019,128623424,6,
2019,128618323,6,
2019,128618352,2,
2019,128618351,2,
2019,128623517,1,
2019,128623525,2,
2019,128623537,1,
2019,128623587,9,
2019,128623629,9,
2019,128623636,1,
2019,128623635,1,
2019,128623633,1,
2019,128623634,1,
2019,128623821,1,
2019,128623822,1,
2019,128624029,1,
2019,128624028,1,
2019,128624096,1,
2019,128624106,1,
2019,125546450,4,
2019,125546451,4,
2019,125546416,9,
2019,124073035,1,
2019,129146722,1,
2019,123560711,3,
2019,129146901,10,
2019,124063103,9,
2019,129155498,10,
2019,129155562,10,
2019,131709957,2,
2019,131713761,9,
2019,131709207,1,
2019,131709208,1,
2019,131709292,1,
2019,131713205,1,
2019,131713396,1,
2019,131710032,9,
2019,131710166,1,
2019,131713832,1,
2019,131713843,9,
2019,131713880,10,
2019,131710494,9,
2019,131710496,9,
2019,131710530,10,
2019,131710735,9,
2019,131710753,2,
2019,131710797,2,
2019,131710796,2,
2019,131710834,1,
2019,131710852,8,
2019,131710853,8,
2019,131710851,8,
2019,131710966,2,
2019,131711101,9,
2019,131711155,9,
2019,131711178,1,
2019,131711309,10,
2019,131711342,9,
2019,131711393,10,
2019,131711467,9,
2019,131711481,9,
2019,131711497,1,
2019,131708545,6,
2019,131709640,10,
2019,131687016,1,
2019,131709643,10,
2019,131710039,1,
2019,131714076,9,
2019,131708896,9,
2019,131687468,9,
2019,131708895,9,
2019,131709848,1,
2019,131714059,9,
2019,131714154,1,
2019,131710635,9,
2019,131710644,9,
2019,131710827,2,
2019,131710863,9,
2019,131710983,1,
2019,131711043,1,
2019,131714902,9,
2019,131711293,6,
2019,131711316,1,
2019,131708314,1,
2019,131708313,1,
2019,131708411,9,
2019,131708566,6,
2019,131708616,2,
2019,131709703,8,
2019,131709702,6,
2019,131710187,9,
2019,131713926,1,
2019,131710304,1,
2019,131710307,1,
2019,131710302,1,
2019,131713978,2,
2019,131714058,10,
2019,131687159,6,
2019,131709299,10,
2019,131710334,1,
2019,131713970,9,
2019,131710542,2,
2019,131710574,2,
2019,131708384,6,
2019,131686883,6,
2019,131708397,4,
2019,131708674,9,
2019,131687221,9,
2019,131687413,1,
2019,131709121,1,
2019,131709706,9,
2019,131708727,8,
2019,131708729,8,
2019,131687327,9,
2019,131687419,2,
2019,131708980,9,
2019,131687592,2,
2019,131687629,1,
2019,131713437,6,
2019,131713459,17,
2019,131710067,1,
2019,131710757,1,
2019,131708571,6,
2019,131708573,6,
2019,131708740,9,
2019,131709734,1,
2019,131710046,1,
2019,131713884,10,
2019,124025863,6,
2019,124068158,1,
2019,124068224,10,
2019,124068243,9,
2019,124068163,1,
2019,124068212,9,
2019,123560645,9,
2019,123550140,2,
2019,128623433,10,
2019,123560055,2,
2019,123550092,2,
2019,123562166,6,
2019,124073092,10,
2019,124073106,6,
2019,124073163,1,
2019,124073238,2,
2019,124073243,4,
2019,124073242,4,
2019,124073244,4,
2019,124073252,9,
2019,124073257,10,
2019,124073278,9,
2019,124073279,9,
2019,124073298,9,
2019,124073320,1,
2019,124073335,1,
2019,124073408,9,
2019,124073488,9,
2019,124073489,9,
2019,124073486,9,
2019,124073487,9,
2019,124073498,1,
2019,124073544,10,
2019,129968804,9,
2019,129968871,1,
2019,129968891,1,
2019,129968920,1,
2019,129973973,10,
2019,129968895,1,
2019,129969008,1,
2019,129973810,1,
2019,129969037,10,
2019,129969079,10,
2019,129969576,1,
2019,129970061,10,
2019,129970112,10,
2019,129969894,2,
2019,129970116,10,
2019,129970150,9,
2019,129970282,10,
2019,129969554,9,
2019,129969620,9,
2019,129980754,2,
2019,124029244,1,
2019,124026058,1,
2019,124026057,1,
2019,124033329,2,
2019,124033357,1,
2019,124033376,10,
2019,124026341,10,
2019,124026365,1,
2019,124033412,9,
2019,126052990,9,
2019,126052991,9,
2019,126053023,1,
2019,126053024,1,
2019,123904720,9,
2019,123904737,6,
2019,123904980,9,
2019,123905148,1,
2019,127358344,1,
2019,127358343,1,
2019,125555159,1,
2019,125555290,1,
2019,125555291,1,
2019,125555315,10,
2019,125555325,9,
2019,125555324,9,
2019,125555326,9,
2019,125555344,2,
2019,125555410,10,
2019,124026099,1,
2019,124025871,10,
2019,124026100,1,
2019,124026259,1,
2019,124026261,10,
2019,124026262,10,
2019,126047295,10,
2019,126048467,6,
2019,126053073,9,
2019,126047444,8,
2019,126047443,8,
2019,126047489,1,
2019,126047492,6,
2019,126047653,1,
2019,126047281,9,
2019,126053071,1,
2019,125551388,1,
2019,125555321,10,
2019,129151587,1,
2019,124029262,10,
2019,129151589,1,
2019,129146750,6,
2019,129151588,1,
2019,129151606,6,
2019,129151608,1,
2019,129151622,9,
2019,129151623,9,
2019,129151621,9,
2019,129151496,6,
2019,125555783,9,
2019,125555858,10,
2019,125551827,8,
2019,125555889,9,
2019,125551942,9,
2019,125556078,6,
2019,125556097,9,
2019,125556147,1,
2019,125556320,1,
2019,125556334,9,
2019,125556497,1,
2019,125555547,10,
2019,125555616,1,
2019,125546824,1,
2019,125546856,4,
2019,125555784,2,
2019,125551799,10,
2019,125555912,1,
2019,125555993,9,
2019,125556011,8,
2019,125556012,8,
2019,125556010,8,
2019,125556044,4,
2019,125556045,4,
2019,125556155,9,
2019,125556199,9,
2019,127353181,6,
2019,127363599,1,
2019,127353417,2,
2019,127363623,6,
2019,127363627,1,
2019,127363691,2,
2019,127363690,2,
2019,127363718,9,
2019,127363862,1,
2019,127363882,1,
2019,127363904,10,
2019,125555466,9,
2019,125555515,1,
2019,125555532,6,
2019,125555635,10,
2019,128618241,10,
2019,126047271,9,
2019,128618478,10,
2019,128618593,1,
2019,129151845,1,
2019,129151859,1,
2019,129155570,1,
2019,129152314,9,
2019,129152313,9,
2019,129152347,9,
2019,129152372,10,
2019,126047408,1,
2019,126047458,10,
2019,126047494,1,
2019,126047569,10,
2019,126047723,1,
2019,126047724,1,
2019,126047734,9,
2019,126047733,9,
2019,126047757,8,
2019,126047756,8,
2019,126047827,10,
2019,128623361,9,
2019,124068015,9,
2019,124068033,8,
2019,124068037,8,
2019,124068056,1,
2019,129980623,1,
2019,129969133,1,
2019,129980539,9,
2019,129968781,2,
2019,129968792,2,
2019,129980430,1,
2019,129980471,6,
2019,129980663,9,
2019,129969253,9,
2019,129969494,10,
2019,129969493,10,
2019,129969492,10,
2019,129969792,2,
2019,129980779,1,
2019,129980830,10,
2019,129980834,2,
2019,129980842,9,
2019,129974120,1,
2019,129980887,9,
2019,129974185,1,
2019,129980928,9,
2019,129980930,9,
2019,129980956,1,
2019,129980966,1,
2019,128618308,1,
2019,128618328,1,
2019,128613135,1,
2019,128613136,1,
2019,129973803,1,
2019,123562162,9,
2019,123560699,1,
2019,127353132,6,
2019,127363481,9,
2019,127353609,1,
2019,127353618,9,
2019,127353226,1,
2019,127353456,2,
2019,127353137,8,
2019,127353137,9,
2019,127353512,9,
2019,127353549,9,
2019,128362030,9,
2019,128362028,9,
2019,128362029,9,
2019,128362128,9,
2019,128362127,9,
2019,128362152,9,
2019,128362190,9,
2019,128362209,10,
2019,128362409,1,
2019,128362412,1,
2019,124068047,6,
2019,126053010,10,
2019,126053013,10,
2019,126053039,9,
2019,126053038,9,
2019,128362486,2,
2019,128362490,2,
2019,131708948,9,
2019,131687876,10,
2019,131687874,10,
2019,131687878,10,
2019,131687877,10,
2019,131687879,10,
2019,131709282,10,
2019,131712951,10,
2019,131709936,9,
2019,128361985,1,
2019,128362051,9,
2019,128362111,1,
2019,128362144,6,
2019,128362161,1,
2019,128362204,2,
2019,128613214,9,
2019,128613212,9,
2019,128613213,9,
2019,128362753,8,
2019,128362756,1,
2019,128362757,1,
2019,128362625,6,
2019,128362741,10,
2019,128362793,10,
2019,128362794,10,
2019,128361884,3,
2019,128362021,10,
2019,128362062,1,
2019,128362114,9,
2019,128310532,1,
2019,128362659,2,
2019,128362671,1,
2019,128362670,1,
2019,128362825,2,
2019,128362824,2,
2019,128362869,9,
2019,128362871,10,
2019,124026018,9,
2019,124029213,9,
2019,125551299,9,
2019,125551226,9,
2019,125555351,1,
2019,125551389,2,
2019,125551446,2,
2019,125551277,9,
2019,125551329,10,
2019,125555327,10,
2019,125551435,1,
2019,128362725,1,
2019,124026143,9,
2019,124029375,9,
2019,124026323,6,
2019,124026377,1,
2019,124033426,1,
2019,124026462,2,
2019,124033489,2,
2019,124026516,2,
2019,124026534,10,
2019,124026553,8,
2019,124026552,8,
2019,124026577,1,
2019,124029201,6,
2019,127358711,10,
2019,131708408,6,
2019,131708551,10,
2019,131709181,6,
2019,131713891,6,
2019,131710480,2,
2019,131710697,9,
2019,131710821,9,
2019,131710867,9,
2019,131710894,9,
2019,131710936,9,
2019,131714575,9,
2019,131711102,10,
2019,131715022,9,
2019,131711270,9,
2019,131711271,9,
2019,131715023,9,
2019,131715033,9,
2019,131715032,9,
2019,127358737,9,
2019,125546804,1,
2019,125551738,2,
2019,125555779,4,
2019,125551878,2,
2019,125551891,1,
2019,125555950,9,
2019,125556000,10,
2019,125556170,1,
2019,125546713,9,
2019,125551656,9,
2019,126053059,1,
2019,126052972,1,
2019,126053047,9,
2019,125551279,8,
2019,125546436,8,
2019,125555194,8,
2019,125551627,1,
2019,125555791,1,
2019,125551773,9,
2019,125555929,2,
2019,128613119,1,
2019,127358373,9,
2019,127358388,10,
2019,127358458,1,
2019,127358485,1,
2019,127358490,9,
2019,127358499,1,
2019,127353552,1,
2019,127358763,1,
2019,127358765,9,
2019,127363707,1,
2019,127363706,1,
2019,127358823,6,
2019,127358830,1,
2019,127358880,6,
2019,127358888,1,
2019,127358887,1,
2019,127358931,1,
2019,127358930,1,
2019,128613129,9,
2019,128623366,9,
2019,128613130,9,
2019,131708485,9,
2019,131687807,9,
2019,129974086,1,
2019,129974118,1,
2019,129974121,2,
2019,129973988,9,
2019,129969745,9,
2019,129969744,9,
2019,129974018,9,
2019,129973793,6,
2019,131708324,9,
2019,131687183,1,
2019,131713390,1,
2019,131710069,10,
2019,131713896,10,
2019,129980558,1,
2019,131708479,1,
2019,131687124,1,
2019,131687137,9,
2019,131708999,1,
2019,131709616,1,
2019,131710059,10,
2019,131710063,10,
2019,131710061,10,
2019,131714047,1,
2019,129968822,4,
2019,129968787,9,
2019,129980425,9,
2019,125555212,2,
2019,125555214,2,
2019,125555213,2,
2019,125555265,9,
2019,125555314,10,
2019,126053109,1,
2019,123560155,1,
2019,123562448,9,
2019,123562110,9,
2019,123560113,9,
2019,126048473,8,
2019,126053049,1,
2019,126047314,1,
2019,129968899,1,
2019,123908041,1,
2019,123560158,1,
2019,123550117,1,
2019,123562078,1,
2019,123562151,1,
2019,123562629,1,
2019,123560060,1,
2019,123560143,10,
2019,123562154,1,
2019,128310540,1,
2019,128310564,10,
2019,128310591,9,
2019,128310603,1,
2019,128310626,10,
2019,128310641,1,
2019,128310642,1,
2019,128310687,6,
2019,128310703,1,
2019,128310727,8,
2019,128310846,1,
2019,128310864,10,
2019,128310983,10,
2019,128310987,9,
2019,128311042,1,
2019,128311108,9,
